#OTU ID	A_01	A_02	A_03	A_04	A_05	A_06	A_07	A_08	A_09	A_10	B_01	B_02	B_03	B_04	B_05	B_06	C_01	C_02	C_03	C_04	C_05	C_06	C_07	C_08	C_09	C_10	C_11	D_01	D_02	D_03
4ea3a5ea3702ef08d9eb192abfbd38e6	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2f93d0129eb212b331cd4bc1a49b68e3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
76ebff54b4f71337182e1f822e322254	0	2	0	0	3	0	0	0	0	0	0	2	0	13	0	0	16	16	4	0	0	0	0	0	0	0	0	2	0	0
9fb27237fd2458bdc52fb9e20c4ee995	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	3	2	0	0
12da5505ae644087d3acbc0dc9c9a59c	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0
121c7bc07344f1709d19f35fa0c6afa6	0	2	73	14	93	64	54	0	0	0	0	0	248	1	0	0	0	8	0	0	4	0	0	0	0	0	0	2	12	0
78b1e9f13d0e5a780918965bc6efeef2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	2	10	0
da76dd9714157634e92c7e06e86b642b	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0
1d378270f2e4e86131aa8979b069e422	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
140df1b50c38c75ee83eb5223062ddd2	13	0	0	0	9	0	0	0	8	0	0	0	0	0	8	0	4	0	0	0	4	0	0	0	0	0	0	1	0	0
34a2d9d9daded5cdb9c052217ff26a2c	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0
76c8356dd98add7785173badf36618d1	0	7	15	10	0	12	28	18	0	0	3	73	0	39	29	23	10	3	1	11	10	15	23	0	0	9	0	0	629	14
73555268ae0925ed21255f078535bc73	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5590bf9ae18e1cf5e1ad6fe17bbb476	7	5	0	7	0	9	0	1	0	0	0	39	0	14	9	3	11	0	4	2	0	6	0	0	3	0	0	0	208	8
b3f9d8bd2dda4cd200fc8ab5a274637a	46	6	18	14	15	20	64	23	19	58	4	37	34	24	30	12	5	5	3	8	11	11	31	0	0	12	2	0	791	16
38935c64f0714a573c4c458897cb4d0e	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c4fc9314a0be9861ee00576ff6465db	0	6	0	0	0	44	0	0	0	0	45	33	26	35	97	85	40	31	34	36	28	21	122	17	9	102	77	0	13	31
8dea7ee94d69c634a738d76fbe3b25a5	58	16	0	33	7	11	44	31	14	36	0	32	0	10	10	20	28	0	2	16	6	0	32	1	1	4	2	0	5	8
f20f6558f93a70e1eda81fce1df4f4a0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74f188d86b2dc03cff229abb24055e7d	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f565c6380f987b1c3de04c1baae93a6c	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3ba28a793809a7c60b9c28563c73fe2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a13f3f1ba430f09ba7ec4201f504ea4	0	0	4	0	0	0	0	0	0	0	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
e54096407fa6bdbbee22219b7c1bf20b	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06c8674e5ec26b7c440dae7d4aa1b9c6	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c02a3dee2ccbb442b47ae6e06a36167a	0	0	0	0	0	11	0	0	0	0	10	27	13	8	7	24	0	10	3	13	0	0	26	4	9	15	23	0	0	0
5467420e261960579b106ccd6d34409c	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d6a8551e8350624783be13cf877684d	0	0	3	7	0	5	0	8	0	0	3	26	16	0	0	14	0	0	3	0	5	1	9	0	0	0	3	0	227	5
27e62dff75d86c73c9231674feaff431	0	0	0	0	10	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83d4fc758ffdcc264740b2494cde8da2	0	0	9	0	0	2	27	0	33	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
7e8f43476808fe0cb6a76dcb30c6310b	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c008674c373af8714a9a8f2078b2edb2	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0684f69a64b488dee52952573cc3461	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbd7b2d36dd01c476884e2f1bddd7e63	2	0	38	35	18	17	78	58	52	42	4	24	0	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	2	0
317b7d090fd87d4b4d1c4086ebe97ca2	0	0	0	0	0	2	0	0	0	0	0	23	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
078d2b0b8c661801e6c12e2ee511c912	0	0	0	0	0	0	0	0	0	0	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c35e6d7183ad7f76d0d8434061437d2	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95a95f08db34171a154fba1f483e2a8e	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b4a4aee1f8aa162edf025696bdb746d1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04ce4d4c85ceb45e62c665aa6eb97726	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ccaaa7637991cf68d4da447d05564c07	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246ee5612b05f5a0814c223244d4354e	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2aa8e7b87bec59ff72d59e2e39d6853	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465a75e3ddc9dba801584058b6f1484a	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
016d4121dc83253b4e472406eed90bfa	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca495e3eb1f43579635759a7ac115877	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3835a205d976c1e2dae6469d524e8f6b	0	0	0	0	5	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2123fa0e65db9a89bdb93fe137217caa	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df326836ecb781ad6199820a71fe5aa4	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6e2ae549b24ff77d694b8eef99de6767	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cf330eaeec32512d1f330a73aad8a2fd	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299aa146fcf82ab1dff4ec0158249301	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e87311d367b39a400de45b550b96128	140	0	15	13	15	0	42	13	20	0	0	18	72	18	10	0	0	2	0	0	11	0	8	4	0	24	0	0	0	0
1b170556e7a5e48dcd6bd1d30637db77	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485904b5c98d40dae265eea4cbc66b0f	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eb7c7c67d6e0fa03e9a3f3f5e1bd2d96	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
5fff1782b352e7c85f9af32ac0ca5fdb	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91693fffb3b2b0c6a7678d54f28a8551	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5843fb9429117746a058c718f556b033	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb8c892a8ec41bae75b37c80cb133119	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c820b8257419a20f90b59b4c0263699	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a1f3e68a68485ebf775dbdde3e91d937	15	16	16	0	3	0	15	18	14	0	0	16	0	0	0	0	13	0	0	2	0	0	3	0	0	0	0	0	2	0
b95448f9b871f2f33f2de99aa63fcb5a	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db1a95db599fc815307e32ae41f4495e	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f8c09a41f8c5eac9e99d5aa56e7b535	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b3a4d1cb74aaada87672132af615a03	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbc7169b2a58bee9f29304b8daef02c	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b01c41ffc9eb729c91fd48312407554	0	0	0	0	0	0	0	0	0	0	0	16	7	0	18	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0
574daae9e10177072dd357d7f8385615	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651d23528f9844c864500bd96cca368b	0	0	0	0	11	12	0	0	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0
1efcc2f0f35193a7613b5c62c5ce274d	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7346387c85ccf9839042b181c70c1aa	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b2f593b9d70ffc58d64602b16cd136c	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a64ddf52727069caa81072108010703	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b36a16fc07e9c62a074095e0d4e3fc2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5dc09077c65c3c134aa5a5d0668ec23	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ef582565f5f226e818547d486f8557c	8	0	0	0	0	0	6	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
dc6d842d0c193945e75437c727e16a27	0	0	10	0	27	13	0	12	5	0	5	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
