ASV_ID	Unique_identifiers	Taxon
ASV_0001	ccaaa7637991cf68d4da447d05564c07	k__Bacteria
ASV_0002	e7346387c85ccf9839042b181c70c1aa	k__Bacteria
ASV_0003	4cbd887b64464368c0b94dc09dbc3f0b	k__Bacteria
ASV_0004	ecee0c77370c7e6f863c61d69d77f3d5	k__Bacteria
ASV_0005	f021174411f9b2e4dcf69ce6db2754ec	k__Bacteria
ASV_0006	65a2312232a262a76414d4494200fd12	k__Bacteria
ASV_0007	c3656a4484f320641d41a22c60e165ba	k__Bacteria
ASV_0008	98be6e8c7372608db22a112c14d063c5	k__Bacteria
ASV_0009	247f85146570f4b7843bb674508c7f04	k__Bacteria
ASV_0010	2fe446b5a50641a0e8b569a3123933ce	k__Bacteria
ASV_0011	65e4eb6cfdf65d0b874199914ca3cd81	k__Bacteria
ASV_0012	4fd1eb1e560948bd96cde12b9f57fa2a	k__Bacteria
ASV_0013	9b6cda753b9d4297c19dd385faccc805	k__Bacteria
ASV_0014	825056f93bffd705ff4b97c7780814bd	k__Bacteria
ASV_0015	90f2967138e9ecd2af1df0bb13e0bbe1	k__Bacteria
ASV_0016	cc4cfc5eb520940c5ba37d61b1588648	k__Bacteria
ASV_0017	10a6dca4cf7ebac434c22e5f1ea88092	k__Bacteria
ASV_0018	569470b2de5e9ccdd933b7dcf2c9510e	k__Bacteria
ASV_0019	b99482393be928615a069dd18b4bd24d	k__Bacteria
ASV_0020	a112bd265202b153eff0d8f0fe6f090c	k__Bacteria
ASV_0021	9e2f6b376fbf2054bcc6acdf50131cee	k__Bacteria
ASV_0022	2dd2e9c9f241e20d0089643032b90483	k__Bacteria
ASV_0023	6068379e6892867c520418d8e7e1f35d	k__Bacteria
ASV_0024	d52ba026d56efc5993f439f8b67c9925	k__Bacteria
ASV_0025	14ce858f8baf3c6a5b0e6136681d63f0	k__Bacteria
ASV_0026	6fa1b152d31458365c2158ab5b1ddfad	k__Bacteria
ASV_0027	323eaa28a3262ef24742d1d11174be12	k__Bacteria
ASV_0028	4dd48dbda941c7ce34d1815b01188323	k__Bacteria
ASV_0029	72ea19a470c189e5df9710b07134bff3	k__Bacteria
ASV_0030	561ef526a0416e08761eb304aefa7ce3	k__Bacteria
ASV_0031	12314b4675fe019069ba7cbbfbdf95ca	k__Bacteria
ASV_0032	5f0011adcddfe75a9507730b5723fdbe	k__Bacteria
ASV_0033	a778747a02cae387c025a3f675b2353c	k__Bacteria
ASV_0034	c548843b7d17d31cd748310077fc14b8	k__Bacteria
ASV_0035	abebb952b64e291ccfbc52c9af5e9437	k__Bacteria
ASV_0036	18514dbf27ebfa55f1bd0d5f11086472	k__Bacteria
ASV_0037	9838c31780db20022a9db022c9d174bb	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0038	594d8b8200d3ec7204f0d4b9d60db60c	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0039	35ec4be338bfd43e5f982166dc450d0b	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0040	7f6a681cc22d6f6d2eb54204d75f8338	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0041	b35a8de45cbbc80b5c8215f4d05bc522	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0042	d50a89e084aecce9273b8d44a857851f	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0043	f8317111f710f79392f55ee75d77ae43	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0044	bb68d101ac8efd11500a8350bfb71c97	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0045	8a50ee5b9c6c3dcef212e7ace14678d1	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0046	f2d3e0d01ab8694bb03a5195929b8de6	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0047	5e0aaac8e9188883f64bc98eb605c73c	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0048	70ec108bedcfc1c16e83a750635269cd	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0049	258099d9ec19ac328aee122647fd49e5	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0050	45875a52627b6d646229501bf07d29ce	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0051	3e7e572dda86bf503502c42bb505d137	k__Bacteria; p__; c__; o__; f__; g__; s__
ASV_0052	58a38f7f95da49034c351a07c053b50c	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0053	623311b991ea26542e3e52a08a5fcf7f	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0054	cbadb13bb5ffa51e6aad4cc08d919e29	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0055	396badae5438299c00eec815437422fc	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0056	2b43dbdc393eeb4be466060086dc9c63	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0057	8150de95316f64ce650ccb876ef30015	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0058	e3f3b69ad5d577525da7776547afc5e9	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__
ASV_0059	7e1aca7febaa42a3dfaf8bb850ce6f9b	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
ASV_0060	7828a983c36c3c343bf9e4b5a912dcf9	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
ASV_0061	a1f6d8e0c4772ac11e26579e457d3f9c	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
ASV_0062	db1c14a99b679ffe72a719cbb0893f61	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
ASV_0063	244261d7f4dbb0e393760732b2e31b34	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
ASV_0064	1d7dff2a6f1406b296c6d99466e5ef7d	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0065	490aa046d71ffec12a3ceff36ab64002	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0066	5c57cee412ced0436e046a8e235a6b5e	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0067	7487177a9c8644a2564e45396875a30b	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0068	aabf8f31169ab9716429a409d450e3a8	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0069	0b2785ecb1136f6062a87a5e5fd10ff0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0070	ac5c68504a2a48dc48ad15163a2a339a	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0071	d2837fa8f7ec8d8378a389b80e639f77	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0072	7252e4bb4988321789ea22001079e7b8	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0073	7400aa3aa573174c3d9c542e904ead90	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0074	bc3daac31b7589b3c6dfbb8496d72d44	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0075	f93a948daa6846592675a457847059cb	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0076	edbded255356a1c2235cf706823f0819	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0077	25ff3378c0f9ef0e570025a4c90025cf	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
ASV_0078	b51bfe3eefbd7715a225f451f0755d08	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
ASV_0079	7a2bc74cc0175555e0e9fbba2b139479	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
ASV_0080	0cab83c6963d1905840e8f4dd84ef2b9	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
ASV_0081	4c8fbdb8f8d3d59d6f184096d23d5b28	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
ASV_0082	cf6d0dca3c46e97b85336a9aaa31a300	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
ASV_0083	7bcaf19f9ced62ca0b1cf4196d8b9429	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
ASV_0084	6e046f727e7c498832efbe4fdf942bcb	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
ASV_0085	a5dc09077c65c3c134aa5a5d0668ec23	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
ASV_0086	02cb1e709568ad2d6a4d9c8916522676	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
ASV_0087	44f6e91af0c44dc805d226072ebf51f1	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
ASV_0088	e7b309020ed8657c1be968c84287493a	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
ASV_0089	33452f02a4be434c086fefc312f6c164	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
ASV_0090	bd66f2bdd997db41f26f416cc973245a	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
ASV_0091	e6a9faaec146a14fdc926afe2418d6c2	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
ASV_0092	72701776dc4627e0cd2f4772f4a697d4	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
ASV_0093	97a88a3f2bfc9e517f7e0d5d2a1006b6	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
ASV_0094	d9bcdcd6d2de2238d72649d7e0720942	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
ASV_0095	3c5cb2f2a81a7118f306d5f98ff95fb6	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
ASV_0096	a57079e97a8ac93418f952341e953720	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
ASV_0097	cd4ad257088336e458d5b3c44a1c1040	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
ASV_0098	40e43bf01e1d82a1ceb0689031c057b0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
ASV_0099	f86038b21e219c7686c5eaf6e0a0678d	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
ASV_0100	c64f7fab123687645c32162b0096e60a	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
ASV_0101	7d875621cb3cca3843ca9742eba09ebb	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
ASV_0102	85320ed2019b37a3d3a0f4b550c9f783	k__Bacteria; p__Actinobacteria
ASV_0103	49a4839718742ead4e0ef29e70c1cc1f	k__Bacteria; p__Actinobacteria
ASV_0104	7293529034a9dbb52ff83a12a0699af8	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
ASV_0105	89f569c4c9f84815f4fe911b0805f9ef	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
ASV_0106	f088a409a1a5545aabea7dacfdf306f0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
ASV_0107	1f5a7210e9b5404c88463408069b7936	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
ASV_0108	7dd57067a0e677acf186b5b65a2992a6	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
ASV_0109	7e025abf92c64238fc384c334ddff990	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0110	e2d1296cda2bf50c7c19dcebe8e98647	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0111	3d3bcf5782ed7486a0b21be853dc2475	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0112	bd044d9a528b15059af34190524e011c	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0113	d78033e88317b282b94ea545c2eab47e	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0114	209b29655cdbbcfa4d1e13a92ca97ae1	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0115	48665280040ff9c198b25e3de9c36c45	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0116	b2735880f181d5f35749a4b7b734f978	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0117	a275e053e9f88eccc39a0a959a1c88ce	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0118	87dbef85d316af78879391de213256dd	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0119	234594c80149f814f58c40c677aa451b	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0120	e79dd67505f052130d26bd120ed196d5	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0121	dea4f732ed429b53cf4ffa7b46ad625a	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0122	5f3b0849921f8eb9bc3ab50507cb56d7	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0123	37db516ed4cdaad36d050f0000ce886c	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0124	d866b5bc1fb8bd4671fcaf7c167b3a8b	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0125	09856ea91246329fbb1a004bb6ef6f8c	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0126	d7c8159d9436579e6938a594d5185ea1	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0127	b0acb76917d3056f3229ffe25d0620d9	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0128	bb7956bb438878ea57d10b0ee089df4a	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
ASV_0129	66c306892670dbdec371d3cca54da433	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
ASV_0130	165851b12b17c2fe7fcf63f1dab2611f	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
ASV_0131	071091c9f9d26434aa73e83eb257cd21	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0132	6f85d9b2e12a70fa44dcc652e174b307	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0133	85b839e99eb52931995cbb0e287e0378	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0134	4c1489ca543c80a9dadebae0ae977e2a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0135	edc6177a0421321aa790eb95a0d70d1c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0136	b69553ccc1fe272a3b836d9efb9099c3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0137	d341c60716c538ff7c31070b89b75a83	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0138	2ec6150e5238c08829f015694aefd1d2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0139	382107a713fdcf6941af1f1cb41c454e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0140	9d46f63ea2f6950856ad26c2b783fc55	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0141	60a5c8561c3d3b107f32d7c72dcf91c5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0142	abb329c41ca2d81c231e9f320bba58fb	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0143	e6c1781dd9301cd575f5f7aa0590028d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0144	a14746e332bfeb513f13d337f7d49084	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0145	89010d953a3474811855eca33ba9290d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0146	3756b568549dc12f9286017c9ae3b640	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0147	4a72cce554cfa4e9d1194187668c3884	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0148	d757e21ac4550709cfbf5d67ac259f1d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0149	82a7b4d4348822a82594faacd16f10da	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0150	439693e2c55a4522d53faac76e9eb0a8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0151	2f952c80f5afdb067f5b49e8e5052388	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0152	537d39a290698e67c73704c50786277f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0153	ab49c899c66166488c3ae3322a80e7e1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
ASV_0154	60c1324990bb851c87cda6e4ebe7cbbd	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0155	405fce8942abc82d9f8f1ae2a920c3d9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0156	b99f055d4c3b775ca546d695ae9dfff1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0157	aecf0be2c2b25a3ea509bc659cda9cc8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0158	0c8196fcab5eb870e8ad188546997f0d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0159	b56c7836ac2c14bc2241c0a39306eac3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0160	738455bd31a2f12a49123e0ee13c5a9a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0161	6a2e718ea1fefa018ce6c751634c147a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0162	a99a3238cfa78bb2dc3f3ec6c1c953fe	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0163	f0e485e054a4b129ba01a4dadbff1942	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0164	6df72523ae5703fde2c7e12514c29d8e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0165	780341a90606be1bbe1d04e7df0ffe7e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0166	a1aa50729e38574c1d64a37f2e4f68ed	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0167	57a0fce6558bde5e09cabb44ee87db39	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0168	03d061764ae1398d2aaa07c90a305af0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0169	44162d3d263ee3addd370ff86bd72a22	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0170	e5271a2e2d178b108396ba24431b4164	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0171	92e3632e5f7a057ec95dc4f1b38ce3df	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0172	6ab3ea689d7539e5f4188fec31b06574	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0173	7513c4ecedb90cf7c5c9fa7d6632f865	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0174	1822ef4b8df084e04c4f89f1a81b728c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0175	ed1d7df0028420cab919bb3501c7df10	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0176	b9dde7a7e60950c71d2d8207387ed61d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0177	9c2bc081ebf19eb1e95ff1623a49b8e1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0178	0206a3be2aa94afeb8b287ff725bf23b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__ACK-M1; g__; s__
ASV_0179	3835a205d976c1e2dae6469d524e8f6b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0180	5b2f593b9d70ffc58d64602b16cd136c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0181	63720f8de58b210decf221bbbe3857d8	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0182	b8d44a706f1aa71ffae443a305c184c5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0183	4ab6271c84a8e68d5a64fdd955f3f4ad	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0184	b31d9dfb73bb6a54a43b4a4132ab2911	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0185	d2e4993e6d2b5b62d148787dd0c7f716	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0186	7245a3c1d44087c06bdbefe2f837f97e	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0187	bd4ba0f9526b1f32aa884d4af1dc0241	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0188	47b2d6ca8af14985d5e6ba8e31d19d58	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0189	3f9efdc77300cdbcdc4fc81fbc05422d	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0190	30af8a7c3e5c4678193a3e1837ae9577	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0191	24ae5c7336fab0ee70eb6f29deee4246	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0192	e168538241deea1a82a0d5e8abf442df	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0193	7222d31da26daa70764a38a0d1fd18ba	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0194	e4fbf14a1c88e21a0d1f23ca88628c6f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0195	3486f78f443af3f8cd551ddd9ef2136b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0196	96ac2aab188f9512142c73751ec8a1c7	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0197	f3d7d9a3e5e9f99832d94494888f000a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ASV_0198	ee5465d008472a2c1f9ce08ce25cbf36	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
